Transaction_ID,Timestamp,From_Account,To_Account,Amount,Channel,Sender_Age_Days,Receiver_Age_Days,Sender_Balance_Before,Sender_Balance_After,Layer_Depth,Pattern_Type,Is_Mule
TXN0000413,2024-04-15 16:40:00,ACC00064,ACC00309,5137.33,PromptPay,502,401,42776.61,37639.28,0,Normal,0
TXN0001651,2024-04-15 17:07:39,ACC00239,ACC00626,4056.76,PromptPay,2126,2897,34560.17,30503.41,0,Normal,0
TXN0006706,2024-04-15 17:38:38,ACC00927,ACC00651,10717.1,Mobile_App,2982,2424,75571.67,64854.57,0,Normal,0
TXN0001330,2024-04-15 18:14:20,ACC00199,ACC00276,2566.44,Branch,2741,421,27813.94,25247.5,0,Normal,0
TXN0001006,2024-04-15 19:10:46,ACC00151,ACC00300,8541.74,PromptPay,1078,566,-18384.0,-26925.74,0,Normal,0
TXN0006609,2024-04-15 19:30:28,ACC00914,ACC00612,325.54,Mobile_App,1804,2385,30106.27,29780.73,0,Normal,0
TXN0003868,2024-04-15 21:17:34,ACC00535,ACC00814,1339.63,Mobile_App,3500,3456,-38843.76,-40183.39,0,Normal,0
TXN0005040,2024-04-16 08:01:53,ACC00696,ACC00201,7996.32,ATM,2683,3627,22992.68,14996.36,0,Normal,0
TXN0005472,2024-04-16 09:06:00,ACC00760,ACC00412,630.6,ATM,2315,2923,47225.23,46594.63,0,Normal,0
TXN0001859,2024-04-16 09:10:27,ACC00264,ACC00278,2910.8,ATM,442,456,36529.49,33618.69,0,Normal,0
TXN0006635,2024-04-16 09:36:29,ACC00918,ACC00687,8196.17,ATM,2605,1451,77855.52,69659.35,0,Normal,0
TXN0006649,2024-04-16 11:00:54,ACC00919,ACC00446,2121.62,Mobile_App,3008,3061,23978.83,21857.21,0,Normal,0
TXN0001434,2024-04-16 11:31:50,ACC00213,ACC00023,5052.88,PromptPay,182,2645,-11732.16,-16785.04,0,Normal,0
TXN0005076,2024-04-16 11:33:14,ACC00701,ACC00548,4506.66,Branch,2759,1196,43294.85,38788.19,0,Normal,0
TXN0005718,2024-04-16 13:37:14,ACC00792,ACC00805,10648.72,ATM,3591,1403,40289.63,29640.91,0,Normal,0
TXN0006274,2024-04-16 13:49:17,ACC00869,ACC00614,4633.57,Mobile_App,393,3126,21170.34,16536.77,0,Normal,0
TXN0000152,2024-04-16 14:42:30,ACC00023,ACC00539,4615.37,PromptPay,2645,914,26827.3,22211.93,0,Normal,0
TXN0000605,2024-04-16 15:59:56,ACC00091,ACC00853,1097.49,Mobile_App,1635,2042,-1722.6,-2820.09,0,Normal,0
TXN0000417,2024-04-16 16:30:21,ACC00064,ACC00241,182.45,ATM,502,856,15824.03,15641.58,0,Normal,0
TXN0004237,2024-04-16 16:35:16,ACC00585,ACC00326,2919.99,Mobile_App,652,1908,-19930.92,-22850.91,0,Normal,0
TXN0000718,2024-04-16 18:37:27,ACC00107,ACC00804,11765.43,PromptPay,1734,1620,9103.16,-2662.27,0,Normal,0
TXN0006713,2024-04-17 10:05:11,ACC00927,ACC00338,4773.57,PromptPay,2982,2394,24162.24,19388.67,0,Normal,0
TXN0001797,2024-04-17 10:21:41,ACC00258,ACC00711,1027.72,Branch,1974,2867,13552.09,12524.37,0,Normal,0
TXN0005192,2024-04-17 11:19:26,ACC00717,ACC00637,3595.24,PromptPay,3368,1391,14655.18,11059.94,0,Normal,0
TXN0003317,2024-04-17 11:19:46,ACC00459,ACC00430,10562.66,Branch,730,589,25390.16,14827.5,0,Normal,0
TXN0006860,2024-04-17 11:57:04,ACC00948,ACC00678,1091.6,Branch,612,2899,73218.92,72127.32,0,Normal,0
TXN0003948,2024-04-17 13:53:00,ACC00546,ACC00406,2772.3,Mobile_App,3190,2570,-32869.71,-35642.01,0,Normal,0
TXN0001061,2024-04-17 14:51:20,ACC00161,ACC00906,8232.9,Mobile_App,835,1454,41481.28,33248.38,0,Normal,0
TXN0003654,2024-04-17 14:55:25,ACC00505,ACC00297,3220.05,Mobile_App,2414,3487,69784.31,66564.26,0,Normal,0
TXN0005648,2024-04-17 15:01:17,ACC00781,ACC00193,7784.09,PromptPay,3073,1258,50984.46,43200.37,0,Normal,0
TXN0004788,2024-04-17 15:20:04,ACC00665,ACC00161,7552.76,Branch,1991,835,-22490.9,-30043.66,0,Normal,0
TXN0003438,2024-04-17 16:08:06,ACC00475,ACC00596,7732.19,Mobile_App,1261,3401,80343.58,72611.39,0,Normal,0
TXN0001871,2024-04-17 18:42:18,ACC00267,ACC00381,7468.03,Branch,2589,2572,-16078.24,-23546.27,0,Normal,0
TXN0002602,2024-04-17 19:36:57,ACC00368,ACC00889,1258.8,Branch,814,648,18087.91,16829.11,0,Normal,0
TXN0002282,2024-04-17 19:41:02,ACC00322,ACC00373,2004.89,Mobile_App,959,2552,-44254.04,-46258.93,0,Normal,0
TXN0001198,2024-04-17 20:25:44,ACC00181,ACC00316,226.08,Mobile_App,1272,3162,-28716.92,-28943.0,0,Normal,0
TXN0001409,2024-04-17 21:43:36,ACC00210,ACC00015,4537.54,Mobile_App,2389,2598,4671.57,134.03,0,Normal,0
TXN0006380,2024-04-18 02:36:39,ACC00886,ACC00354,10214.97,Mobile_App,697,1779,39249.8,29034.83,0,Normal,0
TXN0003129,2024-04-18 05:22:46,ACC00434,ACC00400,9153.3,PromptPay,2252,2615,18950.38,9797.08,0,Normal,0
TXN0002105,2024-04-18 08:00:58,ACC00297,ACC00643,8969.41,Mobile_App,3487,1732,51207.46,42238.05,0,Normal,0
TXN0001417,2024-04-18 09:29:35,ACC00211,ACC00391,1506.84,Branch,3369,2617,8002.12,6495.28,0,Normal,0
TXN0000635,2024-04-18 09:33:48,ACC00095,ACC00265,6653.28,PromptPay,3054,1564,40675.2,34021.92,0,Normal,0
TXN0002315,2024-04-18 09:39:40,ACC00326,ACC00496,9315.54,Mobile_App,1908,2439,43775.29,34459.75,0,Normal,0
TXN0003633,2024-04-18 10:53:54,ACC00502,ACC00290,9180.76,Mobile_App,488,3142,-11851.34,-21032.1,0,Normal,0
TXN0003952,2024-04-18 11:14:31,ACC00546,ACC00619,5923.48,PromptPay,3190,1671,-45745.87,-51669.35,0,Normal,0
TXN0005830,2024-04-18 11:59:28,ACC00806,ACC00586,10574.38,Mobile_App,3266,1249,51595.61,41021.23,0,Normal,0
TXN0001032,2024-04-18 12:02:47,ACC00156,ACC00161,11337.22,Mobile_App,3275,835,36442.8,25105.58,0,Normal,0
TXN0004918,2024-04-18 12:02:50,ACC00682,ACC00806,8207.22,Mobile_App,562,3266,40611.68,32404.46,0,Normal,0
TXN0004001,2024-04-18 12:28:43,ACC00555,ACC00591,4665.15,ATM,338,624,59763.94,55098.79,0,Normal,0
TXN0000483,2024-04-18 12:41:54,ACC00073,ACC00525,1838.09,PromptPay,3065,1628,10831.65,8993.56,0,Normal,0
TXN0001452,2024-04-18 13:06:35,ACC00215,ACC00285,8637.75,ATM,1507,2920,7560.76,-1076.99,0,Normal,0
TXN0001395,2024-04-18 16:30:07,ACC00209,ACC00286,5536.76,PromptPay,841,2168,-1790.18,-7326.94,0,Normal,0
TXN0007265,2024-04-18 17:16:49,MULE_L2_019,MULE_L3_006,8523.44,PromptPay,119,133,101737.7,93214.26,3,Fan-in,1
TXN0007266,2024-04-18 17:45:49,MULE_L3_006,CASH_OUT,2479.95,ATM,133,0,69880.54,67400.59,3,Cash-out,1
TXN0003214,2024-04-18 20:36:26,ACC00445,ACC00589,9597.86,PromptPay,2405,1267,35266.77,25668.91,0,Normal,0
TXN0001736,2024-04-18 20:42:24,ACC00250,ACC00852,5642.29,Mobile_App,3005,1046,-32786.64,-38428.93,0,Normal,0
TXN0005107,2024-04-18 21:52:49,ACC00704,ACC00687,6266.74,PromptPay,3122,1451,-18816.35,-25083.09,0,Normal,0
TXN0001640,2024-04-19 00:04:31,ACC00238,ACC00572,7392.92,Branch,2882,1321,-14321.84,-21714.76,0,Normal,0
TXN0005281,2024-04-19 06:50:39,ACC00732,ACC00871,5824.08,Branch,2083,1098,51162.82,45338.74,0,Normal,0
TXN0002171,2024-04-19 09:30:30,ACC00308,ACC00491,2687.35,Mobile_App,3166,2789,51167.21,48479.86,0,Normal,0
TXN0003829,2024-04-19 09:46:38,ACC00531,ACC00261,4126.09,Branch,813,675,65206.65,61080.56,0,Normal,0
TXN0004467,2024-04-19 10:22:52,ACC00618,ACC00110,9076.39,PromptPay,987,2998,14910.02,5833.63,0,Normal,0
TXN0004663,2024-04-19 10:30:45,ACC00644,ACC00489,5863.01,Mobile_App,2954,3338,-43005.07,-48868.08,0,Normal,0
TXN0006400,2024-04-19 10:56:53,ACC00889,ACC00658,3490.21,Mobile_App,648,3398,37639.99,34149.78,0,Normal,0
TXN0002025,2024-04-19 11:04:23,ACC00285,ACC00639,10924.56,PromptPay,2920,701,45923.24,34998.68,0,Normal,0
TXN0003647,2024-04-19 12:24:56,ACC00504,ACC00127,6711.69,Mobile_App,790,1044,28960.41,22248.72,0,Normal,0
TXN0005214,2024-04-19 13:43:04,ACC00721,ACC00483,6027.92,PromptPay,3473,1914,61390.13,55362.21,0,Normal,0
TXN0005181,2024-04-19 16:14:34,ACC00716,ACC00452,9252.15,Branch,616,212,89340.77,80088.62,0,Normal,0
TXN0000782,2024-04-19 17:37:11,ACC00117,ACC00344,899.18,Branch,3358,861,-20753.35,-21652.53,0,Normal,0
TXN0004704,2024-04-19 18:59:28,ACC00652,ACC00272,3210.51,PromptPay,3594,209,39397.16,36186.65,0,Normal,0
TXN0005056,2024-04-19 20:33:55,ACC00698,ACC00170,9372.68,Mobile_App,478,2097,34607.43,25234.75,0,Normal,0
TXN0001693,2024-04-19 21:40:53,ACC00244,ACC00285,8579.47,Branch,2664,2920,-33524.96,-42104.43,0,Normal,0
TXN0000293,2024-04-20 04:03:50,ACC00046,ACC00408,6153.34,PromptPay,1061,2321,6220.3,66.96,0,Normal,0
TXN0005543,2024-04-20 04:41:25,ACC00767,ACC00544,1721.37,Branch,3102,3465,-13933.92,-15655.29,0,Normal,0
TXN0003373,2024-04-20 07:20:19,ACC00467,ACC00234,6431.4,Branch,1334,2361,58123.12,51691.72,0,Normal,0
TXN0002976,2024-04-20 07:27:31,ACC00414,ACC00915,5883.89,Mobile_App,1466,3108,10691.13,4807.24,0,Normal,0
TXN0001689,2024-04-20 07:51:39,ACC00244,ACC00151,1848.5,PromptPay,2664,1078,-17587.26,-19435.76,0,Normal,0
TXN0002426,2024-04-20 09:48:52,ACC00341,ACC00364,2452.8,PromptPay,562,2456,9068.64,6615.84,0,Normal,0
TXN0004152,2024-04-20 10:14:52,ACC00575,ACC00795,6442.54,PromptPay,1323,3333,51145.0,44702.46,0,Normal,0
TXN0002468,2024-04-20 11:46:14,ACC00348,ACC00533,7339.76,Mobile_App,1055,845,-36545.36,-43885.12,0,Normal,0
TXN0002072,2024-04-20 12:00:19,ACC00292,ACC00647,2029.44,PromptPay,2540,2701,34473.43,32443.99,0,Normal,0
TXN0000697,2024-04-20 13:11:07,ACC00105,ACC00384,9451.59,ATM,849,2355,40887.83,31436.24,0,Normal,0
TXN0006814,2024-04-20 13:58:17,ACC00941,ACC00765,6662.46,Mobile_App,2252,1981,54261.01,47598.55,0,Normal,0
TXN0002154,2024-04-20 14:06:00,ACC00304,ACC00701,1671.35,Branch,1631,2759,-20603.3,-22274.65,0,Normal,0
TXN0000803,2024-04-20 14:53:29,ACC00120,ACC00286,321.87,PromptPay,3546,2168,22016.3,21694.43,0,Normal,0
TXN0006213,2024-04-20 15:01:13,ACC00859,ACC00701,6744.63,PromptPay,3260,2759,29060.85,22316.22,0,Normal,0
TXN0000060,2024-04-20 17:07:22,ACC00010,ACC00441,1464.04,PromptPay,599,1347,-6293.98,-7758.02,0,Normal,0
TXN0006749,2024-04-20 17:28:49,ACC00932,ACC00017,4668.71,PromptPay,2498,310,69842.71,65174.0,0,Normal,0
TXN0004324,2024-04-20 17:28:50,ACC00597,ACC00284,4911.25,Mobile_App,1464,1320,-7025.22,-11936.47,0,Normal,0
TXN0005587,2024-04-20 18:23:44,ACC00773,ACC00721,4851.74,PromptPay,2392,3473,38723.1,33871.36,0,Normal,0
TXN0000557,2024-04-20 18:30:53,ACC00084,ACC00645,1291.18,Mobile_App,1318,3244,37740.47,36449.29,0,Normal,0
TXN0001379,2024-04-20 18:41:09,ACC00207,ACC00788,8664.87,ATM,1711,2088,26824.59,18159.72,0,Normal,0
TXN0000943,2024-04-20 23:18:46,ACC00141,ACC00694,2393.95,Mobile_App,3231,1182,9931.01,7537.06,0,Normal,0
TXN0003272,2024-04-21 00:01:01,ACC00455,ACC00562,6300.12,Mobile_App,2451,1430,13377.51,7077.39,0,Normal,0
TXN0001440,2024-04-21 03:08:14,ACC00214,ACC00086,8773.77,ATM,2633,2783,37215.59,28441.82,0,Normal,0
TXN0000286,2024-04-21 07:06:08,ACC00045,ACC00771,1609.41,Mobile_App,816,1555,13419.57,11810.16,0,Normal,0
TXN0004750,2024-04-21 07:16:42,ACC00660,ACC00269,6421.32,PromptPay,2664,1122,41377.61,34956.29,0,Normal,0
TXN0002367,2024-04-21 11:02:16,ACC00332,ACC00012,11030.71,PromptPay,1995,3213,-12411.09,-23441.8,0,Normal,0
TXN0004849,2024-04-21 11:10:09,ACC00673,ACC00196,2488.85,Branch,875,911,-36256.91,-38745.76,0,Normal,0
TXN0003890,2024-04-21 11:26:38,ACC00538,ACC00680,5285.11,PromptPay,281,2716,37519.92,32234.81,0,Normal,0
TXN0000387,2024-04-21 12:43:33,ACC00061,ACC00845,7539.73,ATM,2376,735,30055.38,22515.65,0,Normal,0
TXN0005657,2024-04-21 13:29:42,ACC00782,ACC00079,1676.19,Mobile_App,1056,1365,50148.73,48472.54,0,Normal,0
TXN0004231,2024-04-21 14:09:09,ACC00585,ACC00933,3967.56,ATM,652,3385,18103.94,14136.38,0,Normal,0
TXN0000674,2024-04-21 14:30:29,ACC00100,ACC00420,5386.22,PromptPay,2780,2823,-22002.67,-27388.89,0,Normal,0
TXN0002850,2024-04-21 15:36:54,ACC00398,ACC00296,3785.07,PromptPay,1188,2117,49729.12,45944.05,0,Normal,0
TXN0004121,2024-04-21 15:41:16,ACC00571,ACC00308,3039.68,ATM,1524,3166,25111.05,22071.37,0,Normal,0
TXN0005155,2024-04-21 16:05:44,ACC00711,ACC00382,420.86,Mobile_App,2867,2132,-391.41,-812.27,0,Normal,0
TXN0002570,2024-04-21 17:11:45,ACC00365,ACC00557,9721.59,Mobile_App,2891,1091,26890.93,17169.34,0,Normal,0
TXN0005293,2024-04-21 17:35:29,ACC00733,ACC00318,5599.01,Branch,2914,3459,38517.0,32917.99,0,Normal,0
TXN0004238,2024-04-21 17:38:15,ACC00585,ACC00009,10752.86,Branch,652,3196,-22850.91,-33603.77,0,Normal,0
TXN0004429,2024-04-21 20:23:25,ACC00612,ACC00490,7749.97,Mobile_App,2385,715,6277.31,-1472.66,0,Normal,0
TXN0005447,2024-04-21 22:36:39,ACC00756,ACC00721,4119.27,Mobile_App,2791,3473,59669.46,55550.19,0,Normal,0
TXN0003678,2024-04-21 22:44:49,ACC00509,ACC00585,8200.78,Branch,2565,652,58627.29,50426.51,0,Normal,0
TXN0004830,2024-04-22 09:43:31,ACC00672,ACC00767,6560.89,PromptPay,3194,3102,9360.95,2800.06,0,Normal,0
TXN0003727,2024-04-22 09:57:27,ACC00516,ACC00032,8881.42,Mobile_App,1673,1082,73805.39,64923.97,0,Normal,0
TXN0004695,2024-04-22 10:17:05,ACC00651,ACC00203,9104.08,PromptPay,2424,2259,35710.0,26605.92,0,Normal,0
TXN0003792,2024-04-22 10:37:34,ACC00523,ACC00041,1007.59,ATM,2911,3039,8046.46,7038.87,0,Normal,0
TXN0006761,2024-04-22 11:58:28,ACC00934,ACC00640,7683.47,Mobile_App,348,965,8189.14,505.67,0,Normal,0
TXN0002990,2024-04-22 12:02:37,ACC00415,ACC00757,4725.53,Mobile_App,1157,1315,-4175.15,-8900.68,0,Normal,0
TXN0001572,2024-04-22 12:19:23,ACC00230,ACC00799,6684.16,Branch,2170,3315,-10831.61,-17515.77,0,Normal,0
TXN0005857,2024-04-22 13:22:21,ACC00810,ACC00264,5373.91,Mobile_App,2384,442,71965.7,66591.79,0,Normal,0
TXN0001230,2024-04-22 13:29:09,ACC00186,ACC00616,3508.2,Branch,1382,3198,37858.88,34350.68,0,Normal,0
TXN0003735,2024-04-22 15:07:28,ACC00516,ACC00640,6105.65,PromptPay,1673,965,15022.97,8917.32,0,Normal,0
TXN0001497,2024-04-22 15:09:22,ACC00220,ACC00510,516.22,PromptPay,3586,2443,33855.33,33339.11,0,Normal,0
TXN0002486,2024-04-22 15:17:01,ACC00350,ACC00918,6018.94,PromptPay,420,2605,52871.81,46852.87,0,Normal,0
TXN0003933,2024-04-22 15:32:17,ACC00544,ACC00200,5825.09,Mobile_App,3465,1402,23256.34,17431.25,0,Normal,0
TXN0002201,2024-04-22 15:36:48,ACC00311,ACC00274,11145.04,Mobile_App,2856,3079,47756.61,36611.57,0,Normal,0
TXN0001355,2024-04-22 16:15:23,ACC00202,ACC00003,2558.86,Branch,2797,282,-11440.78,-13999.64,0,Normal,0
TXN0000510,2024-04-22 18:38:09,ACC00077,ACC00814,7054.36,Branch,1113,3456,60594.69,53540.33,0,Normal,0
TXN0002260,2024-04-22 19:15:29,ACC00320,ACC00927,1966.11,Mobile_App,1198,2982,10817.44,8851.33,0,Normal,0
TXN0001099,2024-04-22 20:40:14,ACC00167,ACC00710,2878.75,PromptPay,1756,784,30912.27,28033.52,0,Normal,0
TXN0006587,2024-04-22 20:52:29,ACC00908,ACC00572,677.76,PromptPay,2550,1321,46692.66,46014.9,0,Normal,0
TXN0005074,2024-04-22 21:24:51,ACC00700,ACC00602,5738.18,Mobile_App,1877,1757,35169.35,29431.17,0,Normal,0
TXN0000439,2024-04-23 00:22:53,ACC00068,ACC00649,11578.54,Mobile_App,2754,1412,25748.92,14170.38,0,Normal,0
TXN0003125,2024-04-23 00:56:34,ACC00432,ACC00587,6733.2,Branch,2382,911,5718.57,-1014.63,0,Normal,0
TXN0004766,2024-04-23 05:16:01,ACC00662,ACC00620,8534.26,Mobile_App,1499,1946,44905.8,36371.54,0,Normal,0
TXN0004497,2024-04-23 05:56:52,ACC00623,ACC00688,2067.75,Branch,1532,1100,42695.11,40627.36,0,Normal,0
TXN0003607,2024-04-23 07:12:43,ACC00499,ACC00877,10939.05,Branch,2477,3269,-155.75,-11094.8,0,Normal,0
TXN0006510,2024-04-23 08:11:52,ACC00901,ACC00609,629.81,Branch,3122,186,47778.82,47149.01,0,Normal,0
TXN0000324,2024-04-23 08:52:25,ACC00050,ACC00382,8282.48,Mobile_App,559,2132,-13848.75,-22131.23,0,Normal,0
TXN0005484,2024-04-23 09:05:57,ACC00761,ACC00424,11621.06,Mobile_App,2164,3259,38263.2,26642.14,0,Normal,0
TXN0000616,2024-04-23 09:20:01,ACC00092,ACC00791,9889.99,PromptPay,1038,1027,-21382.51,-31272.5,0,Normal,0
TXN0005199,2024-04-23 09:23:08,ACC00718,ACC00866,6594.13,Branch,1921,259,47506.05,40911.92,0,Normal,0
TXN0006185,2024-04-23 09:55:06,ACC00856,ACC00080,9780.59,PromptPay,3297,506,12219.16,2438.57,0,Normal,0
TXN0004031,2024-04-23 10:04:40,ACC00558,ACC00380,9760.42,Branch,997,385,24884.71,15124.29,0,Normal,0
TXN0004976,2024-04-23 10:40:22,ACC00689,ACC00833,10460.52,Branch,3483,702,6405.02,-4055.5,0,Normal,0
TXN0005189,2024-04-23 10:55:14,ACC00717,ACC00367,3125.95,PromptPay,3368,2173,19351.83,16225.88,0,Normal,0
TXN0001268,2024-04-23 11:06:50,ACC00190,ACC00948,1613.52,PromptPay,193,612,37781.7,36168.18,0,Normal,0
TXN0003294,2024-04-23 11:29:01,ACC00457,ACC00009,3641.71,Mobile_App,2897,3196,26559.2,22917.49,0,Normal,0
TXN0003760,2024-04-23 13:45:52,ACC00519,ACC00287,3271.38,Mobile_App,1645,1057,39084.29,35812.91,0,Normal,0
TXN0001917,2024-04-23 14:42:17,ACC00272,ACC00107,11968.04,Branch,209,1734,18417.55,6449.51,0,Normal,0
TXN0004717,2024-04-23 15:20:36,ACC00655,ACC00930,3822.82,Mobile_App,1355,675,4249.93,427.11,0,Normal,0
TXN0005863,2024-04-23 15:36:03,ACC00810,ACC00448,2017.53,PromptPay,2384,2685,44897.4,42879.87,0,Normal,0
TXN0003223,2024-04-23 16:13:25,ACC00448,ACC00291,9167.62,PromptPay,2685,2518,71566.1,62398.48,0,Normal,0
TXN0001896,2024-04-23 17:12:46,ACC00270,ACC00763,4344.15,PromptPay,2590,1159,3400.09,-944.06,0,Normal,0
TXN0002947,2024-04-23 17:14:08,ACC00411,ACC00233,5165.24,Mobile_App,1016,3295,6298.59,1133.35,0,Normal,0
TXN0006246,2024-04-23 18:09:58,ACC00864,ACC00078,5252.3,Mobile_App,515,3346,23969.32,18717.02,0,Normal,0
TXN0002536,2024-04-23 18:12:34,ACC00359,ACC00924,11096.69,ATM,1348,3035,39720.96,28624.27,0,Normal,0
TXN0003189,2024-04-23 18:23:05,ACC00442,ACC00644,9974.35,Mobile_App,826,2954,-13654.6,-23628.95,0,Normal,0
TXN0005207,2024-04-23 18:36:26,ACC00719,ACC00546,5340.56,PromptPay,1076,3190,-24929.87,-30270.43,0,Normal,0
TXN0000860,2024-04-23 18:50:57,ACC00130,ACC00573,7419.13,PromptPay,1468,464,25205.71,17786.58,0,Normal,0
TXN0002932,2024-04-23 19:29:28,ACC00409,ACC00136,6991.06,PromptPay,1475,2059,-23041.71,-30032.77,0,Normal,0
TXN0003896,2024-04-23 22:01:23,ACC00539,ACC00109,7151.54,PromptPay,914,2801,56772.0,49620.46,0,Normal,0
TXN0002844,2024-04-23 22:21:56,ACC00397,ACC00631,7456.7,Mobile_App,2513,1446,7817.62,360.92,0,Normal,0
TXN0003921,2024-04-24 02:14:48,ACC00543,ACC00353,6048.0,ATM,1866,188,34157.44,28109.44,0,Normal,0
TXN0001462,2024-04-24 05:00:08,ACC00216,ACC00108,11923.45,Branch,2181,1285,-45372.03,-57295.48,0,Normal,0
TXN0001078,2024-04-24 05:58:26,ACC00164,ACC00546,5469.01,Mobile_App,1909,3190,20403.3,14934.29,0,Normal,0
TXN0006107,2024-04-24 06:10:31,ACC00845,ACC00643,753.76,Branch,735,1732,48125.03,47371.27,0,Normal,0
TXN0002009,2024-04-24 08:40:46,ACC00284,ACC00179,11562.02,Mobile_App,1320,2379,43225.37,31663.35,0,Normal,0
TXN0005463,2024-04-24 09:02:23,ACC00757,ACC00421,1422.35,ATM,1315,1408,-7416.37,-8838.72,0,Normal,0
TXN0004708,2024-04-24 09:48:51,ACC00653,ACC00462,4304.53,ATM,181,618,68498.92,64194.39,0,Normal,0
TXN0002465,2024-04-24 10:09:49,ACC00348,ACC00441,4939.91,PromptPay,1055,1347,-18093.73,-23033.64,0,Normal,0
TXN0003101,2024-04-24 11:11:29,ACC00429,ACC00755,7261.03,Branch,2486,3620,34431.37,27170.34,0,Normal,0
TXN0006344,2024-04-24 11:51:28,ACC00879,ACC00878,6761.38,ATM,1192,307,61473.83,54712.45,0,Normal,0
TXN0003717,2024-04-24 14:43:01,ACC00514,ACC00910,4140.87,Branch,351,1457,-7948.89,-12089.76,0,Normal,0
TXN0001855,2024-04-24 14:49:20,ACC00263,ACC00546,5574.38,PromptPay,1100,3190,-48776.57,-54350.95,0,Normal,0
TXN0002655,2024-04-24 15:12:29,ACC00375,ACC00605,5352.36,Mobile_App,2400,1223,7858.61,2506.25,0,Normal,0
TXN0003468,2024-04-24 15:13:55,ACC00479,ACC00908,2498.99,PromptPay,3645,2550,23466.62,20967.63,0,Normal,0
TXN0003071,2024-04-24 15:48:54,ACC00426,ACC00042,666.77,PromptPay,218,1911,65424.31,64757.54,0,Normal,0
TXN0003072,2024-04-24 16:10:04,ACC00426,ACC00839,7762.04,Mobile_App,218,2491,64757.54,56995.5,0,Normal,0
TXN0000053,2024-04-24 18:22:54,ACC00010,ACC00570,4505.6,Branch,599,1812,38605.07,34099.47,0,Normal,0
TXN0005506,2024-04-24 18:58:58,ACC00764,ACC00643,9864.11,Branch,1304,1732,45411.3,35547.19,0,Normal,0
TXN0004678,2024-04-24 19:18:02,ACC00646,ACC00382,4679.56,PromptPay,892,2132,56160.96,51481.4,0,Normal,0
TXN0001223,2024-04-24 20:49:59,ACC00185,ACC00616,916.3,ATM,636,3198,51361.87,50445.57,0,Normal,0
TXN0003303,2024-04-24 21:49:57,ACC00458,ACC00749,10974.34,Branch,604,3226,39668.14,28693.8,0,Normal,0
TXN0005129,2024-04-25 06:08:54,ACC00707,ACC00762,4758.94,Mobile_App,2204,2747,82274.06,77515.12,0,Normal,0
TXN0004525,2024-04-25 09:37:50,ACC00626,ACC00431,9018.74,Branch,2897,480,-22136.78,-31155.52,0,Normal,0
TXN0000194,2024-04-25 10:45:09,ACC00031,ACC00826,5636.85,Mobile_App,1898,2961,7734.06,2097.21,0,Normal,0
TXN0001808,2024-04-25 11:14:09,ACC00259,ACC00285,7362.4,Branch,2299,2920,80.44,-7281.96,0,Normal,0
TXN0004470,2024-04-25 11:45:49,ACC00618,ACC00745,6878.15,PromptPay,987,3582,-10060.54,-16938.69,0,Normal,0
TXN0006628,2024-04-25 12:12:03,ACC00917,ACC00539,8277.96,PromptPay,491,914,33098.01,24820.05,0,Normal,0
TXN0004906,2024-04-25 12:35:37,ACC00680,ACC00382,8824.31,PromptPay,2716,2132,50242.53,41418.22,0,Normal,0
TXN0000281,2024-04-25 13:28:00,ACC00044,ACC00009,8392.83,Branch,1318,3196,27359.23,18966.4,0,Normal,0
TXN0000904,2024-04-25 15:05:45,ACC00135,ACC00865,7001.59,PromptPay,2813,2106,-26320.47,-33322.06,0,Normal,0
TXN0005770,2024-04-25 15:17:48,ACC00798,ACC00679,3988.84,Mobile_App,260,2772,-7808.05,-11796.89,0,Normal,0
TXN0003100,2024-04-25 16:09:06,ACC00429,ACC00690,6555.69,PromptPay,2486,995,40987.06,34431.37,0,Normal,0
TXN0002423,2024-04-25 16:23:15,ACC00340,ACC00570,8414.26,PromptPay,240,1812,58518.36,50104.1,0,Normal,0
TXN0002177,2024-04-25 17:08:30,ACC00308,ACC00630,11400.25,PromptPay,3166,2257,21106.21,9705.96,0,Normal,0
TXN0005307,2024-04-25 17:16:40,ACC00736,ACC00542,1273.94,PromptPay,2618,3384,43777.54,42503.6,0,Normal,0
TXN0003250,2024-04-25 17:18:54,ACC00450,ACC00806,11178.48,Mobile_App,2858,3266,15533.58,4355.1,0,Normal,0
TXN0004995,2024-04-25 18:15:36,ACC00691,ACC00524,492.89,Mobile_App,783,601,-6553.97,-7046.86,0,Normal,0
TXN0002175,2024-04-25 18:26:03,ACC00308,ACC00771,5267.67,Branch,3166,1555,31154.58,25886.91,0,Normal,0
TXN0005985,2024-04-25 18:54:19,ACC00829,ACC00917,185.23,Mobile_App,3146,491,89477.15,89291.92,0,Normal,0
TXN0006722,2024-04-25 21:57:41,ACC00929,ACC00827,10897.71,Branch,3479,3449,94148.46,83250.75,0,Normal,0
TXN0005752,2024-04-26 08:08:39,ACC00795,ACC00488,11868.51,Branch,3333,1546,10641.28,-1227.23,0,Normal,0
TXN0003775,2024-04-26 09:19:05,ACC00521,ACC00385,10276.26,Branch,2973,824,-9023.77,-19300.03,0,Normal,0
TXN0002099,2024-04-26 10:41:43,ACC00295,ACC00572,437.07,PromptPay,3393,1321,6812.26,6375.19,0,Normal,0
TXN0004205,2024-04-26 12:14:44,ACC00581,ACC00864,1083.28,Mobile_App,3635,515,8938.43,7855.15,0,Normal,0
